Timestamp,Class,Archetype,Rank,Link,Class1,Archetype1,First1,Result1,Class2,Archetype2,First2,Result2,Class3,Archetype3,First3,Result3,Class4,Archetype4,First4,Result4,Class5,Archetype5,First5,Result5,Wins,First
2018/09/20 11:12:32 PM MDT,Swordcraft,Aggro,Master,,Shadowcraft,Midrange,1.0,0.0,Swordcraft,Spartacus,1.0,1.0,Havencraft,Tenko,1.0,1.0,Shadowcraft,Midrange,1.0,0.0,Bloodcraft,Vengeance,2.0,0.0,2.0,0.0
2018/09/21 3:15:43 AM MDT,Runecraft,Burn,Master,,Shadowcraft,Midrange,1.0,0.0,Swordcraft,Midrange,2.0,1.0,Swordcraft,Aggro,2.0,1.0,Shadowcraft,Midrange,1.0,1.0,Shadowcraft,Midrange,2.0,1.0,4.0,0.0
2018/09/21 6:20:06 AM MDT,Runecraft,Daria,AA,,Bloodcraft,Dfb,2.0,1.0,Bloodcraft,Vengeance,1.0,1.0,Shadowcraft,Midrange,1.0,1.0,Bloodcraft,Dfb,2.0,1.0,Havencraft,Tenko,2.0,1.0,5.0,0.0
2018/09/21 6:40:07 AM MDT,Bloodcraft,Dfb,Master,,Havencraft,Tenko,1.0,1.0,Shadowcraft,Midrange,2.0,1.0,Forestcraft,Roach,1.0,0.0,Shadowcraft,Midrange,1.0,1.0,Dragoncraft,Aggro,1.0,1.0,4.0,0.0
2018/09/21 8:06:48 AM MDT,Shadowcraft,Nephthys,Master,,Havencraft,Summit,2.0,1.0,Shadowcraft,Midrange,2.0,0.0,Runecraft,Dirt,1.0,1.0,Shadowcraft,Midrange,1.0,0.0,Shadowcraft,Midrange,1.0,0.0,2.0,0.0
2018/09/21 11:13:21 AM MDT,Bloodcraft,Dfb,AA,,Havencraft,Tenko,1.0,0.0,Shadowcraft,Midrange,1.0,0.0,Shadowcraft,Midrange,1.0,0.0,Portalcraft,Puppet,2.0,1.0,Shadowcraft,Atomy,1.0,0.0,1.0,0.0
2018/09/21 12:23:23 PM MDT,Bloodcraft,Dfb,A,http://sv.bagoum.com/db/DkW,Bloodcraft,Dfb,1.0,1.0,Bloodcraft,Dfb,2.0,1.0,Havencraft,Seraph,2.0,1.0,Shadowcraft,Atomy,1.0,0.0,Runecraft,Dshift,1.0,1.0,4.0,0.0
2018/09/21 5:51:35 PM MDT,Bloodcraft,Dfb,C,,Runecraft,Dshift,1.0,0.0,Bloodcraft,Aggro,2.0,1.0,Dragoncraft,Roost,2.0,0.0,Bloodcraft,Dfb,2.0,1.0,Runecraft,Spellboost,2.0,1.0,3.0,0.0
2018/09/21 6:09:41 PM MDT,Swordcraft,Spartacus,Master,,Forestcraft,Roach,2.0,1.0,Forestcraft,Roach,2.0,1.0,Forestcraft,Neutral,2.0,0.0,Dragoncraft,Ramp,2.0,1.0,Shadowcraft,Midrange,2.0,1.0,4.0,0.0
2018/09/21 6:34:30 PM MDT,Runecraft,Dshift,A,http://sv.bagoum.com/db/DhJ,Runecraft,Dshift,2.0,0.0,Dragoncraft,,2.0,1.0,Dragoncraft,Pdk,1.0,1.0,Havencraft,Elana,2.0,1.0,Bloodcraft,Aggro,1.0,0.0,3.0,0.0
2018/09/21 6:36:11 PM MDT,Runecraft,Dshift,A,http://sv.bagoum.com/db/DhJ,Portalcraft,Puppet,2.0,1.0,Havencraft,Tenko,2.0,1.0,Shadowcraft,Midrange,1.0,0.0,Shadowcraft,Midrange,1.0,0.0,Dragoncraft,Jabberwock,1.0,0.0,2.0,0.0
